X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,outcome
0,5917,691,72,53,0.2,0.2,5,23539,5,0,0,0,0,17.56,17.56,15.77,65.87,2,575,967896,96
0,28174,261,35,24,0.2,0.2,0,9750,0,0,0,0,0,0,0,15.6,16.8,1,7195,1847059,97
17.39,133929,1250,141,115,1.19,2.17,28,94242,34,32.41,57.31,142.49,1.98,14.03,24.7,151.19,341.5,2.2,232,1010522,84
0,405323,2794,168,109,0.2,0.2,4,185677,7,0,0,0,0.2,2,3.4,20.2,56.2,4.8,413,1596082,95
4.4,135636,2105,204,135,6.4,18,8,28884,17,6.2,25.4,77.6,3.4,20.6,23.6,304.2,601.2,4,143,1090653,75
7.6,277748,3170,262,116,0.8,1.2,2,32232,3,9.8,9.8,0,10.8,4.4,5.6,97.2,122.4,4.4,172,1441368,85
0,17833,5691,364,212,0.2,0.2,32,39783,21,0,0,0,0,0.8,1.6,19.4,36.8,1.8,708,1739216,88
0,240082,5279,383,290,1.2,1.2,13,132740,28,0,0,0,0.8,10.58,14.97,93.81,162.67,6.2,876,1309448,84
0,43252,1438,120,106,1,1.4,83,59905,61,0,0,0,0.2,8,10,82,93,2,627,1116195,88
2.6,219581,2958,294,230,4.8,1.4,35,27185,32,6.6,10.6,10.4,0.6,1.2,1.8,232.6,340.4,3.2,158,1752144,76
1.4,1601,579,63,39,0,0,0,17342,0,1.4,1.4,0,0,0.2,0.2,0,0.6,1.6,240,1755790,91
4.01,212339,5359,331,195,4.41,4.61,0,22073,4,5.21,9.82,13.83,1.6,30.26,43.09,153.31,392.99,1.2,196,999274,76
1.8,180351,2774,217,152,3.61,6.21,77,57275,68,3.81,3.81,0,1.2,4.61,8.22,236.07,415.83,2.7,324,1055946,82
2,244849,4160,267,208,7.2,18,0,21467,7,9.2,24.2,42.2,1,0.2,0.2,347.6,531.2,3.6,149,1750672,71
0,4454,1361,55,57,0.2,0.2,0,4513,1,0,0,0,0,0,0,15.8,16.8,2,6121,1729688,98
0,12273,659,79,72,0.2,0.2,0,12505,1,0,0,0,0,1,1,19,17.4,3,1525,1717901,97
15.17,337791,7003,340,256,1.4,3.99,1,188634,4,62.28,143.31,334.93,0.8,115.37,140.32,99.2,302.2,2.5,134,1008271,76
0,23254,2213,135,125,0.2,0.2,3,25981,3,0,0,0,0,0,0,20.8,17.6,4.2,707,1637710,95
0,226175,3506,425,283,1.4,1,5,186398,12,0,0,0,1,4.2,7.6,100,151.6,4.8,632,1550574,86
5.39,1173991,4102,396,179,2.2,6.19,1,69739,7,19.96,43.11,55.49,0.2,21.56,27.15,119.16,271.06,3.2,141,1079395,79
2,342177,3290,341,307,2,3.6,1,33866,4,2.4,2.4,0,0.6,6.8,10.6,112.4,231,1.3,340,1093653,86
1,122569,2685,310,221,1.8,0.8,1,51469,8,5.79,22.95,48.5,0.2,2.4,5.19,100.2,174.45,3,414,1107248,85
3.59,74396,4119,203,315,6.19,18.96,22,49147,31,4.39,4.19,0,0.2,1.6,1.6,200,379.44,1.2,316,1083757,74
1.2,88806,1667,116,87,3.01,6.61,11,48340,19,1.6,1.6,0,0,12.83,24.05,239.88,485.17,2.5,412,1045656,81
0,273682,1485,98,89,1.4,4,0,231957,3,0,0,0,0.2,0,0,65,95.6,2.6,802,1761578,94
0.8,68989,2937,141,128,9.18,25.55,69,32723,58,0.8,7.78,18.56,0,3.59,3.79,332.14,578.64,1,150,1079478,69
0,132678,1998,292,242,4.2,1.2,0,19310,5,0,0,0,0,0,0,199.4,292.2,3,634,1711210,86
1.6,8981,2161,208,121,0,0,1,30912,2,1.8,1.8,0,0,0.2,0.2,7.2,19,2.2,287,1537754,95
6.77,389489,3281,366,155,2.99,4.78,5,60828,8,27.89,130.68,296.81,1.59,92.23,92.63,146.41,414.54,2.2,115,1124140,79
0,9241,1657,43,29,0.2,0.2,0,12063,0,0,0,0,0,0.6,1,15,18,2,1050,1762933,92
0,198974,2673,153,195,0.4,2,0,59565,1,0,0,0,0,0.2,0.2,19.6,40.8,3,1677,1698960,93
0,354709,7010,634,583,9,3.8,0,41888,23,0,0,0,0,0.6,0.8,466,703,5.6,530,1538702,68
0,5803,2635,141,156,0.2,0.2,0,19417,0,0,0,0,0,0,0,15.57,16.77,2,280,1705852,95
0,54702,1029,119,83,0.6,1.8,70,51872,71,0,0,0,0,1.4,2.2,50.4,64.8,1.5,1181,1001486,94
0,118290,1783,102,78,1.4,0.8,10,25482,12,0,0,0,0,4,5.2,122.2,136.2,3.2,512,989838,90
0,467306,2886,451,357,7.6,2,44,99716,37,0,0,0,0,6.6,13.2,373.4,542.2,6.8,1607,1756069,75
0,106997,1114,382,31,0.2,0.2,0,6721,5,0,0,0,0,19,19,16.2,100.8,1,1781,1769610,95
18.4,224286,5298,221,174,2,8.6,89,66761,72,38,81.6,168.6,11.6,3.6,19.6,124.8,245.6,2,144,1003038,82
9.38,590467,3783,826,557,12.18,5.19,80,225000,93,38.32,112.57,219.36,0.2,10.58,13.77,474.45,940.92,3.6,193,1043098,60
1.4,556898,3846,336,330,4.99,3.79,4,415572,17,1.6,6.19,16.57,0.2,35.53,70.26,251.7,365.07,6.8,461,1544899,73
0,93643,7136,279,234,0.6,0.6,7,71213,11,0,0,0,0,6.4,6.4,49.4,65.2,4.8,369,1526109,86
0,327640,3278,233,167,3.81,4.21,0,137004,4,0,0,0,0,5.21,7.01,205.21,416.63,3.2,1257,1049927,77
0,2214,240,15,23,0,0,17,3927,13,0,0,0,0,1,1,1.6,3.79,1.6,3682,1770946,94
0,224873,2409,113,149,0.4,0.4,0,40149,1,0,0,0,0,34.6,58.4,35.8,127.8,3.2,4218,1723419,87
10.6,379021,5134,711,631,7,2,36,172375,190,49.8,99,160,0.2,32.8,50.6,338.4,623,3,138,1017674,61
0,100316,1526,181,162,3.99,1.2,1,14250,5,0,0,0,0,0,0,179.64,265.27,1.2,7310,1869344,90
0,53184,1547,115,86,1.2,3.4,0,91654,1,0,0,0,0,8.2,12.6,88.2,127,3.6,458,1094496,86
0,12315,700,70,59,0.8,0.4,0,17456,3,0,0,0,0,0.4,0.4,44.31,67.66,1.7,465,1060077,95
0,27269,2830,292,266,2.2,4.99,1,46849,8,0,0,0,0.2,5.19,7.58,189.22,223.15,3,746,1535593,86
0,51069,2510,180,145,0.6,0.2,62,89375,62,0,0,0,0,2.2,3.01,26.25,51.1,2,364,991380,93
0.6,97192,2471,159,139,0.2,0.2,1,223499,6,0.6,0.6,0,0.8,6.2,12,21.2,21.6,2,206,1540662,93
0.4,614486,4222,692,530,2,6.6,0,379180,5,0.4,0.4,0,0.2,8.6,10.6,175.4,236.4,1,357,1092782,81
0,20943,220,17,21,0.2,0.2,16,16792,12,0,0,0,0,0,0,21.4,16.8,1,7425,1866435,97
13.6,994550,1653,193,84,0.4,0.6,5,41011,97,26.6,56.8,72.6,6.8,36.8,44,28.2,125.4,1.5,195,981982,83
0,328107,369,166,52,0.2,0.2,1,281166,1,0,0,0,0,0,0,15.6,17,2.6,5463,1828022,96
0,136256,2548,188,118,0.6,1,9,21993,13,0,0,0,0,0.6,1.2,52.4,136.4,1.8,1053,973027,89
0,16765,503,112,59,0.4,0.4,0,10059,2,0,0,0,0,1,1,70,76.6,2.8,1463,1715962,95
0,59686,1116,81,91,1.2,1.4,2,95337,8,0,0,0,0.2,3.4,5.6,81,134,2.2,1714,1538925,93
0,5565,1769,87,67,0.2,0.2,0,13635,0,0,0,0,0,0,0,15.57,16.77,2,4169,1774866,89
3.61,348880,2550,251,144,0.6,2,0,40837,1,13.23,106.41,216.03,0.8,47.29,92.59,55.71,116.23,3.8,184,1105180,83
0,273368,1066,107,58,0.2,0.2,2,251282,2,0,0,0,0,1,1,16.6,29.6,4.2,333,1595283,95
0,444620,766,179,73,0.2,0.2,1,202863,2,0,0,0,0,6.2,12,15.8,42.8,1.4,8331,1837272,93
0,19803,927,88,52,0.4,0.4,1,23188,3,0,0,0,0,0.2,0.2,35.13,44.11,1.4,1102,1741247,96
0,113691,4307,301,350,4.99,4.79,0,506583,7,0,0,0,0,11.18,18.16,291.62,504.19,2.2,540,1014933,71
0,83366,825,165,129,0.2,0.2,4,53619,5,0,0,0,0,2.6,3,19.6,56.2,632,93,7,0
0,98131,720,53,49,0.4,1,0,24861,3,0,0,0,0,0,0,38.92,37.92,2.4,4785,1668936,96
0,109539,2622,154,118,6.6,17.2,0,47095,7,0,0,0,0,8.2,9.2,244.4,461,1.6,473,1082902,75
0,175782,1720,143,105,0.8,1.2,69,34995,54,0,0,0,0,17.4,24.2,55.4,75.4,594,88,12,0
9.4,460204,1957,169,154,1.4,2.6,0,192763,3,67.4,200.6,374,0.6,46.8,86.4,94.6,309.4,2,133,1019830,72
1.2,225802,1977,256,133,0.6,2.61,0,37213,0,2,2,0,2.81,6.61,8.22,46.49,113.63,2.2,299,1105616,91
0,3671,1067,38,47,0.2,0.2,2,26017,3,0,0,0,0,3.79,3.79,15.57,27.15,353,95,5,0
0,504805,2180,394,155,2.6,2.8,12,679981,16,0,0,0,4.4,0.4,0.4,100.4,199.2,3.8,628,1045381,87
0,145001,1493,167,88,2,2.4,6,61683,14,0,0,0,0,1.4,1.8,115.4,218.6,5.2,2137,1554117,91
0,29108,1125,103,65,1.8,1.6,0,23369,2,0,0,0,0,2.4,2.8,89.2,152.8,1,422,992030,93
0,153788,4370,122,115,2.8,8,4,121639,9,0,0,0,0,0.6,0.6,238.4,294.8,2.6,551,1536366,81
0,23675,3915,184,155,0.2,0.2,3,24855,4,0,0,0,0,0.6,1,37.4,42.8,2.2,654,1382950,93
2,138589,1681,166,106,0.4,0.4,7,52968,9,3.2,3.2,0,7.2,4,4,34.2,50.4,1.2,290,1011274,92
0,367223,1697,159,124,0.2,0.2,8,88343,10,0,0,0,0,3.6,4.2,20.2,19.2,3.4,4712,1671243,92
0,321920,6131,220,120,5.4,27,11,124515,20,0,0,0,0.2,2.8,15,386.6,528,5.6,779,1604088,67
5,100251,1162,128,142,0.2,0.2,1,105326,2,5.8,5.4,0,1.2,1.8,2.6,20.6,23.4,2,198,1708232,92
0,356163,6109,284,248,0.4,1.2,1,354586,3,0,0,0,0,2,2,21.4,30.4,3,987,1376917,86
0,299235,1899,222,92,4.79,2.99,0,26325,6,0,0,0,2.99,2.59,2.99,186.43,387.43,1,1085,1053785,85
0,107834,746,39,19,0.2,0.2,19,10108,13,0,0,0,0,0,0,17,21,1.4,553,1752816,96
0,106247,1875,192,167,0.8,3.59,1,23835,3,0,0,0,0.2,2.59,3.79,40.72,75.65,1.7,457,1089844,90
0,11119,158,13,13,0.2,0.2,1,16475,1,0,0,0,0,0,0,15.57,16.77,1.2,8609,1864503,99
0.6,374978,2193,338,144,3.19,3.99,0,33587,2,0.6,10.38,14.57,2.4,1.8,2.2,140.52,291.22,1,258,1099142,83
9,946962,2959,372,250,1.4,1.4,0,160148,2,37.6,87.6,228.8,0,31.4,49.6,82,194.8,1,152,1034645,82
2.6,347734,5849,521,474,5.6,2.2,3,92820,16,3.4,2.8,0,15.2,8.2,8.4,301.2,534.4,1.7,279,971722,70
0,204184,2058,162,105,0.6,2,1,27750,3,0,0,0,0,0.8,11.2,47.6,66.6,1.7,2011,1098920,92
1.6,21868,587,75,39,0.4,0.6,0,13848,1,7.4,44.8,104,0,4.8,4.8,53.8,117.6,3.6,133,1716253,95
12.02,359829,1644,165,161,2.81,5.21,1,241730,5,69.54,142.89,274.55,1.2,45.29,74.15,175.15,300.6,3,156,1068024,83
0,3693,139,10,20,0.2,0.2,0,2724,0,0,0,0,0,0,0,15.6,16.8,1.2,6460,1871616,98
3,201549,3532,235,175,10.8,32,1,27048,14,5,9,8.6,4.2,14.4,15.8,353,725,1,143,1077171,67
0,67930,3739,386,266,1.2,2,4,55275,6,0,0,0,0,6.01,6.01,62.32,130.26,1,1144,984715,85
0,21396,846,70,81,0.2,0.2,55,43922,37,0,0,0,0.2,0.2,0.2,15.8,25.4,1,703,1060514,96
0,271233,3513,495,107,1.2,1.6,2,302107,7,0,0,0,0,0.6,0.6,96.6,111.4,2.4,567,1547306,80
1.2,93489,4652,276,178,0.8,2.4,0,25181,1,1.4,4.61,9.42,0.2,7.41,7.41,45.09,130.86,1.6,147,1004648,89
0,1297,914,71,56,0.2,0.2,0,13687,1,0,0,0,0,0,0,20.04,29.66,3.3,1511,1026047,97
0,9661,174,13,15,0.2,0.2,3,14010,3,0,0,0,0,0,0,16,17,1,6855,1826152,98
0,72920,1059,67,56,3.79,4.19,19,34992,24,0,0,0,0,4.59,6.99,231.14,481.04,3.2,635,1019530,84
0,1650,470,44,34,0.2,0.2,27,6261,18,0,0,0,0,0.4,0.4,16.4,17,2,486,1742376,93
0,9053,471,26,39,0.4,0.4,1,12211,2,0,0,0,0,0,0,33.47,36.27,2,6817,1864789,96
0,593,224,27,24,0.2,0.2,0,5597,0,0,0,0,0,0,0,15.6,16.8,1.2,990,1761512,93
0,18370,355,24,21,0.8,0.8,0,3178,1,0,0,0,0,0.4,0.4,50.6,73.8,1,7309,1864419,97
7.37,283744,2944,444,218,1.99,1.79,7,202504,10,14.34,36.25,66.73,2.99,6.18,9.36,75.7,188.25,2,157,1022185,84
0,12275,591,21,21,1.4,7.8,0,45375,1,0,0,0,0,0.2,0.2,86.6,109.4,1.2,6969,1859427,95
1.59,255917,1395,123,60,0.2,0.2,0,16050,1,2.39,2.39,0,0,1,1,14.34,12.95,1.4,284,1745434,95
0,216263,3061,293,125,1.2,0.8,51,34769,54,0,0,0,0,0.6,0.6,71.4,117.8,3.2,742,972704,89
0,114833,537,96,39,0.2,0.2,0,115848,2,0,0,0,0,7.2,8.4,20.4,50.2,3.2,704,1744550,96
4.2,59217,2115,100,118,1.2,1.6,48,109468,80,16,33.8,38.8,1.4,6.6,12.4,184.2,103.6,4.8,131,1597446,89
0,1337864,1757,326,149,3.19,1,0,51392,4,0,0,0,0,0,0,155.89,229.34,2.6,8438,1860554,87
0,11366,465,22,28,0.2,0.2,1,12964,1,0,0,0,0,0,0,15.4,16.8,1.2,6848,1877352,98
1.2,250446,1638,95,108,0.2,0.2,2,75823,5,7.2,12.4,22.2,1.4,31.6,32.6,20.2,150.6,4.7,216,1046744,90
0,68384,2099,143,114,0.8,0.8,1,88662,6,0,0,0,0,1.6,2,107.8,69.6,2.4,2037,1546490,94
7.19,520684,2632,439,108,0.8,1.4,1,85619,4,14.37,14.37,0,4.79,15.77,16.17,56.69,125.15,5.2,303,974881,89
0,173603,865,74,57,0.6,1.4,8,38639,11,0,0,0,0.2,0,0,51,62.4,2.2,4847,1672862,96
1.8,170292,3915,169,121,3,3.4,6,27567,9,2.2,2.2,0,1.4,3.6,5,262.4,366.4,2.7,421,1026229,84
0.6,247839,4397,371,164,12.55,35.66,0,21597,14,0.6,0.6,0,0.2,12.15,14.74,445.22,865.14,2.7,307,1074696,58
0.2,86935,1563,216,151,1.2,2.4,55,27849,54,0.2,0.2,0,0.4,12.6,14.8,76,143.8,1,431,978203,90
0,24953,858,139,160,0.8,2,0,21251,3,0,0,0,0.4,15.6,16.4,40.8,101.6,1,369,1022384,94
0,101409,948,99,48,1.4,8.6,58,22408,45,0,0,0,0,0.4,0.4,45.8,82.6,2.2,3620,1746512,94
0,83870,4821,236,258,2,9.38,1,479867,3,0,0,0,0,10.58,10.58,74.45,163.87,2,963,1037206,80
0,44893,362,30,34,1.6,1.6,0,35162,2,0,0,0,0,1.4,2.4,126.15,122.75,1.4,2467,1817001,86
0,171457,462,54,29,1.8,2,1,10198,4,0,0,0,0,0.2,0.2,94,129.8,2.2,6289,1845656,94
2.4,166820,3382,202,159,1.8,0.8,20,31939,29,4.6,10.4,23,0.6,3.2,17.8,79.8,119.6,4.8,136,1520570,91
11.6,4805,2613,104,153,0.2,0.2,7,360035,8,13.8,13.8,0,10.6,0.6,0.6,15.6,30.2,2.2,305,1391992,92
5.8,225431,1542,149,70,0.2,0.2,13,55270,13,10.2,11,1.6,0.2,0.4,0.4,15,39.2,1,179,1074454,92
0,29813,341,52,40,0.6,0.6,1,24090,1,0,0,0,0,0,0,106.4,38,2.2,381,1716736,98
0,20420,1850,185,106,0.8,0.8,6,34074,7,0,0,0,0.6,4.8,5.2,67.6,116.8,2,410,979160,91
0,51800,340,28,18,2,2,0,20787,2,0,0,0,0,2.4,4,178.8,156.6,1,8092,1868448,91
0,7185,194,14,22,0.2,0.2,2,13113,6,0,0,0,0,0,0,16,17,1,7229,1864853,98
0,180209,2656,410,312,0.2,0.2,42,32295,29,0,0,0,0.4,0.4,0.4,19.2,23,2.4,427,1693699,88
0,25964,217,15,17,0.2,0.2,1,10572,2,0,0,0,0,1.6,3.21,20.24,17.23,1.2,8094,1866180,98
0,93328,508,41,27,2,2.2,1,86630,3,0,0,0,0,2,3.21,200.6,174.15,1.2,7529,1869275,88
0,16472,1345,98,108,0.4,0.4,75,65359,53,0,0,0,0,1.8,2.2,33.8,71.8,4.4,1432,1044718,91
0.8,16329,840,52,39,0.8,1.6,0,16867,4,1,1,0,0,0.6,0.8,45.91,57.29,1.2,367,1014170,94
0,102203,817,43,73,0.4,0.8,0,26343,2,0,0,0,0.2,2,2.2,34.4,47.6,1.3,494,1014829,96
0,44217,356,31,31,1.8,1.8,0,20023,1,0,0,0,0,1.8,2.8,140,139.4,1,7303,1849827,91
0,271392,4374,477,383,8.18,3.59,122,13229,123,0,0,0,0,0.4,0.4,391.82,614.37,4,2251,1399210,75
0,112116,2197,138,131,1.4,2.2,0,79948,4,0,0,0,0,8.82,10.42,73.75,160.32,1,712,1061429,89
5.99,170480,3105,288,178,0.4,0.6,0,49000,1,21.36,56.69,146.91,5.79,17.37,17.76,49.1,142.12,1.5,181,1014231,88
0,85768,620,73,37,0.2,0.2,0,9920,0,0,0,0,0,0.2,0.4,16.6,19.4,1.4,658,1731074,96
2,71244,295,31,17,0.8,4.2,0,13475,1,2.2,2.2,0,0,0,0,27.8,41.8,2.4,521,1760613,97
0,541218,2385,194,133,6,5,0,290033,7,0,0,0,53.8,4.2,5.8,224.4,445.6,5.2,1975,1724125,82
0,29231,406,36,49,0.2,0.2,0,39596,0,0,0,0,0,1,1.4,14.63,17.43,1.2,1839,1770817,88
0,179007,279,47,20,0.2,0.2,1,5222,2,0,0,0,0,0,0,15.63,18.84,1.4,7401,1869352,96
0,117072,2590,167,248,0.8,0.4,0,179675,2,0,0,0,0.2,0,0,58.2,78.8,2.4,539,1759701,91
0,111253,1757,187,192,4.2,2.8,0,29838,7,0,0,0,4.4,1,1.2,190,296.8,2,810,1061723,85
0,6994,152,8,13,0.2,0.2,1,4155,1,0,0,0,0,0,0,15.6,16.8,1.2,6455,1871482,99
0,64893,1289,58,59,0.4,0.2,0,61114,3,0,0,0,0,0.2,0.2,28.8,25.6,2,5091,1673590,97
3.81,1166853,3304,376,142,1.2,2.4,0,25980,6,21.44,56.51,153.91,2.81,3.41,22.04,81.56,194.79,2.5,165,1092721,82
0,831,262,21,17,0.2,0.2,0,4648,1,0,0,0,0,0,0,15.6,23.8,3,513,1719942,98
23,432353,2150,332,247,2.6,0.8,5,269208,14,59.4,134.8,268.8,0.8,19.6,31.4,133,353.6,395,81,19,0
0.6,168307,2045,322,283,6,1.4,0,29811,10,0.8,0.8,0,0.2,1.2,1.2,267.6,372.4,1.4,346,1741760,82
6.2,9465,3492,124,92,0.4,0.4,2,29079,3,14.4,33.2,47.8,8,30.2,40.8,35,134.2,1.5,142,983269,89
1.6,93053,2029,93,83,0.6,0.6,2,46509,6,3.2,3.2,0,0.8,0.8,1.2,40.8,89.4,5,363,1521069,94
0,86832,227,40,27,0.2,0.2,0,9129,1,0,0,0,0,0,0,16.2,18,1.2,1254,1760286,98
0,13703,3028,807,601,0.2,0.2,0,22683,0,0,0,0,0.6,0,0,16.6,20,2.2,1183,1719400,88
4.98,120655,5409,520,317,1.39,1.99,8,113146,11,8.17,6.77,0,6.77,9.96,19.92,155.98,287.45,4.2,248,1005404,77
0,90813,2132,129,62,0.2,0.2,0,28590,0,0,0,0,0,0.2,0.4,15.43,16.83,1.6,488,1742493,93
0,64065,2066,156,106,1.2,1.4,0,39743,6,0,0,0,0.8,32.34,35.53,90.62,221.16,1,698,1089169,87
12.6,470059,523,98,51,0.2,0.2,0,21536,1,88.4,231.2,449,0,50.8,101,18.6,241.6,3.4,174,1750059,78
0,1558,278,59,41,0.2,0.2,0,13630,2,0,0,0,0,0.2,0.2,19,22.2,1,6479,1856891,97
5.21,9833,4923,221,239,0.8,2.4,1,244241,1,5.81,5.81,0,0.6,0.4,0.4,47.7,90.98,1.5,231,1001451,85
0.4,16813,1295,52,52,0.2,0.2,42,20187,37,0.8,0.8,0,0.2,1,1.6,18.76,22.16,1.2,297,1738584,89
9.02,141298,1740,206,162,0.2,0.2,2,107080,3,20.64,42.89,61.72,1.2,4.81,6.01,22.85,124.45,135,84,16,0
8.6,87465,635,65,47,3,3,0,40740,3,8.8,8.8,0,0,1.6,2.2,227.6,226.4,1,289,1806587,82
0,247300,1646,85,55,0.8,0.8,0,21669,2,0,0,0,0,0.6,0.6,55.6,94.6,1.6,494,1754752,92
1.8,114398,5838,448,248,0.2,0.2,0,54983,1,2.59,2.59,0,0.6,3.79,6.59,21.36,59.48,1,279,1070259,87
0,78488,797,84,72,3,2,1,73953,5,0,0,0,0,2.2,3.4,222.8,232.4,1.4,5810,1846563,88
0.6,164014,1894,220,173,3.4,1,0,22150,5,0.6,0.6,0,2.2,1,1.4,177,333,1,190,1026021,87
1.4,357164,1249,94,32,0.4,0.2,0,13705,1,1.6,1.6,0,1.8,1.4,1.6,37.4,46.6,2,258,1741093,90
0,49659,388,31,24,1.6,1.6,1,58793,3,0,0,0,0,0.6,1,130.94,121.16,1,7544,1861499,90
2.8,23101,1590,105,91,0.6,0.6,6,25903,18,2.8,2.8,0,2.4,4.4,4.6,61.8,111,1,322,992837,92
3.4,20588,2497,129,137,0.4,1.8,1,58331,2,4,4.8,1.2,0.6,1.4,1.6,21.6,43.8,2.4,155,1709878,93
6,16730,2710,115,144,0.6,0.6,0,61107,20,23.8,40,126.8,0.2,25.4,41.2,57.8,205.2,1,183,1018200,90
7.4,92544,3295,196,165,1.4,2.4,0,32340,3,17.2,50.8,153.2,0.6,47.4,79.8,109.4,295.2,3,168,1003514,76
0,10819,1019,104,80,0.4,0.4,0,17998,0,0,0,0,0,7.6,8,33.2,70.4,2,1041,1066749,94
15.6,274369,1997,141,134,1.6,3.8,1,54368,5,26.8,26.8,0,9.4,1.4,1.8,113.2,182.2,1.5,547,1043448,86
12.8,191031,4577,195,157,2.8,3.4,0,116174,3,20.2,25.6,35,5.2,2.6,2.8,152.2,254.4,1.8,167,990722,82
0,246084,5216,178,117,3.6,22.6,7,178063,21,0,0,0,0.8,20.6,34.2,251.6,396.8,5,2172,1558706,81
0,238944,2798,511,271,1.6,1.8,4,99836,19,0,0,0,0,3.4,5.4,111.2,133.6,4,2657,1538936,87
0,95179,2496,137,135,1.4,1.8,0,182817,1,0,0,0,0,0.8,1,102.6,189.8,2.2,937,1020712,85
0,88093,4355,186,171,0.2,0.2,9,181024,680,0,0,0,0,61.12,63.33,21.64,78.16,2.2,572,1064629,71
14.03,348855,4693,235,192,0.6,0.4,1,363934,1,27.45,27.45,0,4.61,5.21,9.22,40.68,56.31,3.8,301,1007096,84
10.2,327304,3367,223,168,9.4,20.2,2,119062,51,54,126.8,188.4,2,49.6,69.2,413,700.8,1.6,173,1093862,62
0,458899,3007,418,378,7.4,2,1,227474,9,0,0,0,0,12.8,25.2,344.4,503.2,2.2,6462,1845981,76
0,2453,542,89,65,0.4,0.4,1,16876,2,0,0,0,0,0,0,29.4,40.6,2.2,667,1721728,96
2,12090,2149,123,112,0.2,0.2,0,27659,0,2.2,2.2,0,0,0.4,0.4,15.2,19.6,2.2,243,1708694,96
0,3412,1255,100,85,0.6,0.4,8,27903,8,0,0,0,0.2,5.4,5.4,37.4,65.6,2.5,913,975482,94
4.8,724550,644,155,52,1.6,1.6,0,37539,2,4.8,4.8,0,0,2,3.2,138.4,127.6,1.8,256,1806056,83
1,329604,2585,203,145,0.6,0.6,0,126738,2,1.8,1,0,0.8,29.46,30.46,49.9,194.39,1,451,1057294,86
1.4,89176,398,52,37,0.6,1.4,67,19557,56,1.8,2.4,2,0,2,3.4,29.2,45.8,1.4,169,1754598,95
0,68498,1894,176,144,1,1.4,0,79861,2,0,0,0,0,14.6,14.8,80.2,147.4,3,2393,1092941,89
10.78,530070,4146,273,214,0.2,0.2,0,25740,0,42.91,130.54,353.89,0,64.47,128.14,15.17,31.74,2.4,109,1013046,85
0,88312,1532,83,74,0.2,0.2,0,26448,1,0,0,0,0,0.2,0.2,20,20.6,2.2,1167,1742472,90
0,36367,681,97,60,0.6,2.4,14,35582,15,0,0,0,0,4.99,4.99,48.5,99.6,1,801,1016639,95
0,202576,5994,583,323,2.2,4.19,99,21233,79,0,0,0,3.39,1.2,2.2,193.01,378.44,5.4,752,1527609,75
0,104467,255,28,26,0.4,0.6,0,22583,1,0,0,0,0,1.2,2,34.8,48,2,454,1746654,90
2.4,93482,2006,151,113,0.6,0.6,8,28252,13,3,2.8,0,0.8,4.8,8,50.6,66.4,2.2,226,1086950,92
2.59,6027,2369,85,136,0.2,0.2,4,377608,4,3.39,3.39,0,2.59,0.8,1,16.57,23.75,2,326,1389325,91
0,1914,1542,50,45,0.2,0.2,0,10872,1,0,0,0,0,0.6,0.6,20.2,18,2.2,3827,1774014,90
1.6,249106,3217,190,95,11.8,33.8,1,33453,48,8.8,12.8,14,3.6,15.4,15.6,422.2,772.6,1.2,197,1095115,63
8,210993,1401,91,81,2,2,9,71322,18,32.2,64,107,1.6,13.4,13.4,112.6,228.4,196,87,12,0
2.8,491681,1749,111,88,1.2,4.4,1,63682,7,6,16.4,29.2,2.6,5,23.2,74,158.6,1.6,150,1054608,90
0,6882,2031,104,90,0.4,1.6,0,32301,3,0,0,0,0,7.8,8.6,38.6,67.4,1,595,1021051,94
1.8,106492,3133,285,168,1.2,1.6,1,21962,4,2.2,9.6,47.4,1,14.4,29.2,79.6,142.4,1,159,1101843,89
4.4,131250,3788,268,287,1.4,2.6,5,448735,8,5,4.8,0,1.2,28.2,31,69.8,159.6,3.2,314,1005253,81
3.4,33847,1611,279,141,1.2,2,3,22830,9,4,11.4,21.8,1.6,19.4,20,65.2,227.8,1.5,238,977387,89
3.4,315121,3595,425,333,12,33.8,0,47203,16,9.4,14.8,27.4,11.8,3.4,6.4,380.6,733.4,2.4,159,1080640,62
0,265827,234,43,13,0.2,0.2,0,10854,0,0,0,0,0,0,0,18,17,1.2,8602,1865776,98
11.2,380212,4141,390,297,3.4,3,4,155145,16,22.8,33,35,5,15.2,19.4,215,493,5,205,1325754,74
0,329231,4951,579,495,9.4,4.4,0,42171,12,0,0,0,0,0.4,0.4,462.2,711,2.2,984,1056850,69
0,142894,3985,422,225,0.6,0.4,0,46262,1,0,0,0,0,2,3,48.4,77,1.5,607,1095648,84
13.8,301284,3069,319,259,3,6.2,59,392829,88,59.6,147,440,2.2,20.6,38.8,226.4,455,1,165,1034472,73
0,143132,1764,250,121,5,3.2,15,72794,19,0,0,0,0,9,9,211,357.6,7.6,3524,1594530,82
0,101694,1256,88,89,0.6,1.8,60,34680,42,0,0,0,0,4.01,7.82,44.89,77.15,2,973,1130743,89
0.8,220234,369,79,43,0.4,1,0,206298,2,0.8,6.2,7.4,0,2.2,3.8,31.4,60.4,3.2,178,1735726,97
3,24826,1557,80,99,0.2,0.2,188,41252,170,5.4,5.2,0,0.6,2.8,4.2,20.8,26.4,2,374,1116261,93
